,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-2.606487595810251,-1.675168026170374,-1.1286660225817309,-0.7023913231014955,-0.30588328136282916,0.10596361599028759,0.5611275110045076,1.0799683792882178,1.6793002768183147
2,0.0,-4.4995464561474865,-2.741717808081313,-1.7678508041198218,-1.048420662362539,-0.40337181471349803,0.2564779971709723,0.9871060425747398,1.8311136221749948,2.8266343858130467
3,0.0,-6.134111707884248,-3.6092977989919306,-2.259534948939095,-1.292721932794589,-0.44169599031998974,0.42516308579416284,1.391763371058271,2.5251143996413212,3.8902060514618535
4,0.0,-7.603409126123647,-4.3561275647059725,-2.6650206836602917,-1.4787865896252426,-0.44576039380552057,0.6068681126702766,1.7915090997611092,3.202805442509661,4.940447929262638
5,0.0,-8.951393513698237,-5.017784443308911,-3.011336553106634,-1.6254035934718916,-0.4263021613777962,0.7990938396259442,2.192825111254984,3.8815198208097197,6.010482559388967
6,0.0,-10.20382619083928,-5.614519930070393,-3.3134992273627937,-1.7428490605442732,-0.3891646034010414,1.000450734588187,2.599322389372196,4.571728356852186,7.123785219090187
7,0.0,-11.377662613341064,-6.159330516433199,-3.5809536355599936,-1.837503888348052,-0.33795312272667033,1.2101127202789506,3.0134916956828026,5.281386410351042,8.302116553267732
8,0.0,-12.484913036405615,-6.661217024264418,-3.8201289289446363,-1.913664574187174,-0.27507671921599397,1.4275806134253897,3.437337298724348,6.017634608993174,9.569618443587588
9,0.0,-13.53453019972358,-7.126752955317173,-4.035649933639438,-1.974392651051182,-0.20223592606951923,1.6525648836216469,3.8726657459610716,6.787703509973078,10.956509145923967
